0 0 0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
1 1 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEEFF.J.. K99 
1 1 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEEFF.J.. K99 L98 
1 1 0 ..I...BBI.K.GHAAKLGHDDKLG..JEE.FFJ.. K99 L98 F99 
1 1 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEEFF.J.. K99 L98 F99 H99 
1 1 0 ..I...BBI.KLGHAAKLGHDDK.G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. K99 L99 F99 H99 G99 D99 
2 2 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KL.HAAK.GHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
5 5 0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
11 11 0 ...JKLBB.JKLAAI.K.GHI.DDGH..EEG.FF.. K98 L97 F98 H98 G98 D96 A96 J94 I98 E98 B98 
11 11 0 ..I...BBIJK.GAAJKLGHDDKLGH.EE.....FF K98 L97 F98 H98 G98 D96 A96 J94 I98 E99 B98 
11 11 0 ..I...BBIJK.GAAJKLGHDDKLGH..EEFF.... K98 L97 F92 H98 G98 D96 A96 J94 I98 E99 B98 
11 11 0 ..I.K.BBIJK.GAAJKLGHDD.LGH..EE..FF.. K98 L97 F92 H98 G98 D96 A96 J94 I98 E98 B98 
11 11 0 ..IJK.BBIJK.GAA.KLGHDD.LGH.EE...FF.. K98 L97 F92 H98 G98 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GHDD.LGH.EEL..FF.. K98 L95 F92 H98 G98 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GHDD..GH.EEL..FF.L K98 L94 F92 H98 G98 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBIJK..AAJKLGHDD.LGH.EE.G.FF.. K98 L94 F92 H98 G99 D96 A96 J96 I98 E98 B98 
11 11 0 ..I...BBIJK.GAAJKLGHDDKLGH.EE...FF.. K98 L94 F92 H98 G99 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GHDD..GHEE.L...FFL K98 L94 F92 H98 G99 D96 A96 J96 I98 E98 B98 
11 11 0 ..I..LBBIJKLGAAJK.GHDDK.GH.EE...FF.. K98 L94 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ....K..BB.K.GHAAKLGHIDDLG.IJEE.FFJ.. K98 L94 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I.K.BBIJK.GAAJKLGHDD.LGH.EE....FF. K98 L94 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I.KLBBIJKLGAAJK.GHDD..GH.EE....FF. K98 L92 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I.K.BBIJK.GAAJK.G.DD..GH.EEL.H.FFL K98 L92 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I.K.BBIJK..AAJK.GHDD..GH.EELG..FFL K98 L92 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I...BBIJK.GAAJK.GHDDK.GH.EEL...FFL K98 L92 F92 H98 G99 D96 A96 J96 I98 E97 B98 
11 11 0 ..I.K.BBIJKL.AAJKLGDD...GHEE..GH.FF. K98 L92 F92 H98 G99 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBI.KL.AAJKLGDDJ..GH..EEGH.FF. K98 L92 F92 H98 G99 D96 A96 J96 I98 E98 B98 
11 11 0 ..I.K.BBI.KL.AA.KLGDDJ..GH.JEEGH.FF. K98 L92 F92 H98 G99 D96 A96 J95 I98 E98 B98 
11 11 0 ..I.K.BBIJKL.AAJKLG.DD..GH..EEGH.FF. K98 L92 F92 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..I.KLBBIJKL.AAJK.GDD...GH..EEGH.FF. K98 L98 F92 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..I.K.BBIJK..AAJKLGDD..LGH..EEGH.FF. K98 L98 F92 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..I...BBIJKL.AAJKLGDD.K.GH..EEGH.FF. K98 L98 F92 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..IJ..BBIJK.GAA.K.GHDDK.GHEE.L...FFL K98 L98 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..I...BBIJK.GAAJK.GHDDK.GHEE.LFF...L K98 L98 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..IJ..BBIJK.GAA.KLGHDDKLGHEE..FF.... K98 L92 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..IJ..BBIJK.G.AAK.GHDDK.GHEE.LFF...L K98 L92 F97 H98 G99 D94 A98 J95 I98 E98 B98 
11 11 0 ..IJKLBBIJKLAA..K.GH.DD.GH.EE.G...FF K98 L92 F97 H98 G99 D94 A98 J95 I98 E99 B98 
11 11 0 ..IJKLBBIJKLAA..K.GH.DD.GHEE..G...FF K98 L92 F97 H98 G99 D94 A98 J95 I98 E98 B98 
11 11 0 ..IJK.BBIJK.AA..KLGH.DDLGH..EEG...FF K98 L96 F97 H98 G99 D94 A98 J95 I98 E98 B98 
11 11 0 ..IJKLBBIJKL.HAAK.GH..DDG.EE..G.FF.. K98 L96 F97 H98 G99 D94 A98 J95 I98 E98 B98 
11 11 0 ..IJKLBBIJKL..AAK.GH.DD.GH..EEG...FF K98 L96 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ..IJKLBBIJKLAA..K.G..DD.GH..EEGH..FF K98 L96 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH.DD.GH..EEG...FF K98 L96 F97 H98 G99 D94 A96 J95 I99 E98 B98 
11 11 0 ..IJKLBBIJKL.HAAK.GHDD..G...EEG.FF.. K98 L96 F97 H98 G99 D94 A96 J95 I99 E98 B98 
11 11 0 ...JKLBB.JKLAA..K.GHIDD.GHI.EEG...FF K98 L96 F97 H98 G99 D94 A96 J95 I97 E98 B98 
11 11 0 ..IJKLBBIJKLAA..K.GHDD..GH.EE.G.FF.. K98 L96 F97 H98 G99 D94 A98 J95 I97 E98 B98 
11 11 0 ..IJ.LBBIJKL.AA.K.GHDDK.GH.EE.G.FF.. K98 L96 F97 H98 G99 D94 A98 J95 I97 E98 B98 
11 11 0 ..IJ..BBIJKLG.AAKLGHDDK.GHEE..FF.... K98 L96 F97 H98 G99 D94 A98 J95 I97 E98 B98 
11 11 0 ..IJ..BBIJKLGAA.KLGHDDK.GH..EEFF.... K98 L96 F97 H98 G99 D94 A97 J95 I97 E98 B98 
11 11 0 ..I.KLBBIJKLGAAJK.G.DD..GHEE...H.FF. K98 L96 F97 H98 G99 D94 A97 J95 I97 E98 B98 
11 11 0 ..IJKLBBIJKLAA..K.GH..DDGHEE..G.FF.. K98 L96 F97 H98 G99 D94 A96 J95 I97 E98 B98 
11 11 0 ..IJKLBBIJKL..AAK.G.DD..GH..EEGHFF.. K98 L96 F97 H98 G99 D94 A96 J95 I97 E98 B98 
11 11 0 ..IJK.BBIJK..AA.KLGHDD.LGH.EE.G.FF.. K98 L96 F97 H98 G99 D94 A96 J95 I97 E98 B98 
11 11 0 ..IJK.BBIJK...AAKLGHDD.LGH..EEG.FF.. K98 L96 F97 H98 G99 D94 A96 J95 I97 E98 B98 
11 11 0 ...JKLBB.JKLAAI.K.GHIDD.GH..EEG...FF K98 L96 F97 H98 G99 D94 A96 J95 I98 E98 B98 
11 11 0 ...JKLBB.JKLAA..K.GH.DD.GHI.EEG.I.FF K98 L96 F97 H98 G99 D94 A96 J95 I96 E98 B98 
11 11 0 ..IJKLBBIJKL..AAK.GHDD..GHEE..G.FF.. K98 L96 F97 H98 G99 D96 A96 J95 I96 E98 B98 
11 11 0 ..IJKLBBIJKL.AA.K.G.DD..GH.EE.GHFF.. K98 L96 F97 H98 G99 D96 A96 J95 I96 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GH..DDGH.EEL...FFL K98 L96 F97 H98 G99 D94 A96 J95 I96 E98 B98 
11 11 0 ..IJK.BBIJK.GAA.KLG..DDLGHEE...H.FF. K98 L98 F97 H98 G99 D94 A96 J95 I96 E98 B98 
11 11 0 ..I.KLBBIJKLGAAJK.G..DD.GHEE...H.FF. K98 L98 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I.K.BBIJKLGAAJKLGDD...GHEE...H.FF. K98 L97 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJKLGDD..LGHEE...H.FF. K98 L96 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GDD..LGHEE.L.H.FF. K98 L95 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I.K.BBIJK.GAAJK.GDD...GHEE.L.H.FFL K98 L94 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I.KLBBIJKL.AAJK.GDD...GHEE..GH.FF. K98 L94 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I..LBBIJKLGAAJK.GDD.K.GHEE...H.FF. K98 L94 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ..I..LBBIJ.LGAAJK.GDD.K.GHEEK..H.FF. K97 L94 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ....KLBB.JKLAAIJK.G.I.DDGH..EEGHFF.. K97 L94 F97 H98 G99 D93 A96 J95 I96 E98 B98 
11 11 0 ....KLBB..KLAAIJK.G.IJDDGH..EEGHFF.. K97 L94 F97 H98 G99 D93 A96 J94 I96 E98 B98 
11 11 0 ...JKLBB.JKLAAI.K.G.IDD.GH..EEGHFF.. K97 L94 F97 H98 G99 D97 A96 J94 I96 E98 B98 
11 11 0 ...JKL.BBJKLAAI.K.G.I.DDGH..EEGHFF.. K97 L94 F97 H98 G99 D97 A96 J94 I96 E98 B99 
11 11 0 ..I.K.BBI.K.AA..KLGHDD.LGH.JEEG..JFF K97 L96 F97 H98 G99 D97 A96 J94 I96 E98 B99 
11 11 0 ....KLBB..KL.HAAK.GHIJDDG.IJEEGFF... K97 L96 F97 H98 G99 D97 A96 J94 I96 E98 B99 
11 11 0 ....KLBB..KLG.AAK.GHIJDDGHIJEE.FF... K97 L96 F97 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ....KLBB..KLAAI.K.GHIDD.GH.JEEG..JFF K97 L96 F97 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ....KL.BB.KLAAI.K.GHI.DDGH.JEEG..JFF K97 L96 F97 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ....KL..BBKLAAI.K.GHI.DDGH.JEEG..JFF K97 L96 F97 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ..IJK.BBIJKL.AA.KLG.DD..GHEE..GH.FF. K97 L96 F97 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ..IJKLBBIJKL.AA.K.G.DD..GH..EEGH.FF. K97 L98 F97 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ..IJK.BBIJK..AA.KLG.DD.LGH..EEGH.FF. K97 L98 F97 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ..IJK.BBIJKLAA..KLG.DD..GH..EEGH.FF. K97 L98 F97 H98 G98 D97 A98 J94 I96 E98 B98 
11 11 0 ..IJK.BBIJKL..AAKLG.DD..GH..EEGH.FF. K97 L98 F97 H98 G98 D97 A98 J94 I96 E98 B98 
11 11 0 ..IJ..BBIJKL.AA.KLG.DDK.GH..EEGH.FF. K98 L98 F97 H98 G98 D97 A98 J94 I96 E98 B98 
11 11 0 ..IJKLBBIJKL..AAK.GH.DD.GH.EE.GFF... K98 L98 F97 H98 G98 D97 A96 J94 I96 E98 B98 
11 11 0 ...JKLBBIJKLAAI.K.GH.DD.GH.EE.GFF... K98 L98 F97 H98 G98 D97 A96 J94 I99 E98 B98 
11 11 0 ...JKLBB.JKLAAI.K.GHIDD.GH.EE.GFF... K98 L98 F97 H98 G98 D97 A96 J94 I98 E98 B98 
11 11 0 ...JKLBB.JKLAA..K.GHIDD.GHIEE.GFF... K98 L98 F97 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ...JK.BB.JKLAA..KLGHI.DDGHIEE.G.FF.. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KLBB..KL.HAAK.GHIDD.G.IJEEGFFJ.. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KL.BBJKLAA.JK.GHI.DDGHI.EEG.FF.. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....K...BBKLG.AAKLGHIDD.GHIJEE.FFJ.. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KLBB..KLG.AAK.GHI.DDGHIJEEFF.J.. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ..IJKLBBIJKLG.AAK.G..DD.GHEE...H.FF. K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ..I.K.BBIJKL.AAJKLG..DD.GHEE..GH..FF K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KL..BBKLAAI.K.GHIJDDGH.JEEGFF... K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KL.BB.KLAA..K.GHIJDDGHIJEEGFF... K98 L98 F98 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KL.BBJKLAA.JK.GHI.DDGHI.EEG..FF. K98 L98 F97 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KL.BBJKLAA.JK.GHI.DDGHIEE.GFF... K98 L98 F97 H98 G98 D97 A96 J94 I97 E99 B98 
11 11 0 ...JKLBB.JKLAAI.K.GHI.DDGH.EE.G..FF. K98 L98 F97 H98 G98 D97 A96 J94 I97 E99 B98 
11 11 0 ...JKLBB.JKLAAI.K.GHI.DDGH.EE.G...FF K98 L98 F96 H98 G98 D97 A96 J94 I97 E99 B98 
11 11 0 ...JKLBB.JKLAAI.K.GHI.DDGH..EEGFF... K98 L98 F96 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ....KLBB.JKLAAIJK.GHI.DDGH.EE.GFF... K98 L98 F96 H98 G98 D97 A96 J95 I97 E98 B98 
11 11 0 ....KLBB..KLAAIJK.GHIJDDGH.EE.GFF... K98 L98 F96 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ...JK.BB.JKLAAI.KLGHI.DDGH.EE.GFF... K98 L97 F96 H98 G98 D97 A96 J94 I97 E98 B98 
11 11 0 ...JKL.BBJKLAAI.K.GHI.DDGH.EE.GFF... K98 L97 F96 H98 G98 D97 A96 J94 I97 E98 B99 
11 11 0 ...JKLBBIJKLAAI.K.GH..DDGH.EE.GFF... K98 L97 F96 H98 G98 D97 A96 J94 I97 E98 B99 
11 11 0 ...JKLBB.JKLAA..K.GHI.DDGHIEE.GFF... K98 L97 F96 H98 G98 D97 A96 J94 I97 E98 B99 
11 11 0 ..I.K.BBIJK.AA.JKLGH.DDLGH..EEG..FF. K98 L96 F96 H98 G98 D97 A96 J94 I97 E98 B99 
11 11 0 ....KLBBIJKLAAIJK.GH.DD.GH..EEG..FF. K98 L96 F96 H98 G98 D97 A96 J94 I99 E98 B99 
11 11 0 ....KLBB.JKLAAIJK.GHIDD.GH..EEG..FF. K98 L96 F96 H98 G98 D97 A96 J94 I98 E98 B99 
11 11 0 ....KLBB.JKLAA.JK.GHIDD.GHI.EEG..FF. K98 L96 F96 H98 G98 D97 A96 J94 I97 E98 B99 
11 11 0 ....KLBB.JKLAA.JK.GH.DD.GHI.EEG.IFF. K98 L96 F96 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ..IJKLBBIJKL..AAK.GH..DDGH..EEGFF... K98 L96 F96 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ..IJKLBBIJKL..AAK.GHDD..GH.EE.GFF... K98 L96 F96 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ....KL..BBKLAA.JK.GHIJDDGHIEE.GFF... K98 L96 F96 H98 G98 D96 A96 J94 I96 E99 B99 
11 11 0 ..IJK.BBIJKLGHAAKLGHDD..G...EEFF.... K98 L96 F98 H98 G98 D96 A96 J94 I96 E99 B99 
11 11 0 ..I...BBI.KLGAAJKLGDDJK.GH..EE.H.FF. K98 L96 F98 H98 G98 D96 A96 J96 I96 E99 B99 
11 11 0 ..I...BBI.KLGAA.KLGDDJK.GH.JEE.H.FF. K98 L96 F98 H98 G98 D96 A96 J95 I96 E99 B99 
11 11 0 ..I..LBBIJKLGAAJK.GDD.K.GH..EE.H.FF. K98 L98 F98 H98 G98 D96 A96 J95 I96 E99 B99 
11 11 0 ..I...BBIJK.GAAJKLGDD.KLGH..EE.H.FF. K98 L98 F98 H98 G98 D96 A96 J95 I96 E99 B99 
11 11 0 ..IJK.BBIJKLAA..KLGH..DDGH..EEG...FF K98 L98 F98 H98 G98 D96 A96 J95 I96 E98 B99 
11 11 0 ..I.K.BBI.KLAA.JKLGH.JDDGH.EE.G...FF K98 L98 F98 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ..IJK.BBIJKLAA..KLGH.DD.GH.EE.G...FF K98 L98 F98 H98 G98 D97 A96 J94 I96 E98 B99 
11 11 0 ..IJK.BBIJKLAA..KLGHDD..GH.EE.G...FF K98 L98 F98 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ....KL..BBKLAA.JK.GHIJDDGHI.EEG.FF.. K98 L98 F98 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ..I..LBBI.KLG.AAK.GDDJK.GH.JEE.HFF.. K98 L98 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ....K...BBKLAA.JKLGHIJDDGHI.EEGFF... K98 L97 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ..IJK.BBIJKLAA..KLG...DDGH.EE.GH..FF K98 L97 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ...JK.BBIJKLAAI.KLGH..DDGH.EE.G...FF K98 L97 F94 H98 G98 D96 A96 J94 I99 E98 B99 
11 11 0 ...JK.BB.JKLAAI.KLGHI.DDGH.EE.G...FF K98 L97 F94 H98 G98 D96 A96 J94 I98 E98 B99 
11 11 0 ...JK.BB.JKLAA..KLGHI.DDGHIEE.G...FF K98 L97 F94 H98 G98 D96 A96 J94 I97 E98 B99 
11 11 0 ...JK.BB.JKLAA..KLGH..DDGHIEE.G.I.FF K98 L97 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ..I.K.BBI.KLGAAJKLGDDJ..GH..EE.H.FF. K98 L97 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ..I.KLBBI.KLGAA.K.GDDJ..GH.JEE.H.FF. K98 L98 F94 H98 G98 D96 A96 J94 I96 E98 B99 
11 11 0 ....KL.BB.KLAA.JK.GHIJDDGHI.EEGFF... K98 L98 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ..IJ..BBIJK.GAA.K.GHDDK.GH.EEL.FF..L K98 L94 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ....KL..BBKLAAIJK.GHIJDDGH..EEGFF... K98 L94 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ..IJ..BBIJK.GAA.K.GHDDKLGH.EEL.FF... K98 L95 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ..IJ..BBIJK.GAA.KLGHDDKLGH.EE..FF... K98 L96 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ..I.K.BBI.K.GAA.KLGDDJ.LGH.JEE.H.FF. K98 L98 F94 H98 G98 D96 A96 J94 I96 E98 B97 
11 11 0 ..I.K.BBI.KLG.AAKLGDDJ..GH.JEE.H.FF. K98 L98 F94 H98 G98 D96 A98 J94 I96 E98 B97 
